flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Taiwan Taoyuan International Airport', 'id': 'TPE', 'time': '2024-05-08 09:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 13:50'}, 'duration': 265, 'airplane': 'Boeing 777', 'airline': 'EVA Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/BR.png', 'travel_class': 'Economy', 'flight_number': 'BR 215', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 334 kg'], 'often_delayed_by_over_30_min': True}]",,265,"{'this_flight': 334000, 'typical_for_this_route': 240000, 'difference_percent': 39}",318,One way,
"[{'departure_airport': {'name': 'Taiwan Taoyuan International Airport', 'id': 'TPE', 'time': '2024-05-08 17:45'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 22:15'}, 'duration': 270, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 879', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 204 kg']}]",,270,"{'this_flight': 204000, 'typical_for_this_route': 240000, 'difference_percent': -15}",339,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 21:20'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-09 00:45'}, 'duration': 145, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 514', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 126 kg'], 'often_delayed_by_over_30_min': True}]",,145,"{'this_flight': 126000, 'typical_for_this_route': 123000, 'difference_percent': 2}",65,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 20:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 23:45'}, 'duration': 140, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 617', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 102 kg']}]",,140,"{'this_flight': 103000, 'typical_for_this_route': 123000, 'difference_percent': -16}",81,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 12:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 16:15'}, 'duration': 145, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 516', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 126 kg'], 'often_delayed_by_over_30_min': True}]",,145,"{'this_flight': 126000, 'typical_for_this_route': 123000, 'difference_percent': 2}",84,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 06:00'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 09:10'}, 'duration': 130, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 797', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 117 kg']}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 10:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 11:25'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 627', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]","[{'duration': 60, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",265,"{'this_flight': 173000, 'typical_for_this_route': 123000, 'difference_percent': 41}",84,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 11:05'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 14:15'}, 'duration': 130, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 785', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 117 kg'], 'often_delayed_by_over_30_min': True}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 16:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 17:30'}, 'duration': 80, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 605', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg']}]","[{'duration': 115, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",325,"{'this_flight': 168000, 'typical_for_this_route': 123000, 'difference_percent': 37}",84,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 14:15'}, 'arrival_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 17:30'}, 'duration': 135, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 789', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 117 kg'], 'often_delayed_by_over_30_min': True}, {'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 19:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:25'}, 'duration': 75, 'airplane': 'Boeing 737', 'airline': 'Malaysia Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MH.png', 'travel_class': 'Economy', 'flight_number': 'MH 607', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 50 kg'], 'often_delayed_by_over_30_min': True}]","[{'duration': 100, 'name': 'Kuala Lumpur International Airport', 'id': 'KUL'}]",310,"{'this_flight': 168000, 'typical_for_this_route': 123000, 'difference_percent': 37}",84,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 09:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:50'}, 'duration': 145, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 512', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 126 kg']}]",,145,"{'this_flight': 126000, 'typical_for_this_route': 123000, 'difference_percent': 2}",104,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 15:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 19:00'}, 'duration': 140, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 605', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 102 kg']}]",,140,"{'this_flight': 103000, 'typical_for_this_route': 123000, 'difference_percent': -16}",124,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 17:55'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 21:05'}, 'duration': 130, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 611', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 119 kg']}]",,130,"{'this_flight': 119000, 'typical_for_this_route': 123000, 'difference_percent': -3}",124,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 10:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 14:15'}, 'duration': 145, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 625', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 131 kg']}]",,145,"{'this_flight': 132000, 'typical_for_this_route': 123000, 'difference_percent': 7}",174,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 13:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 17:05'}, 'duration': 135, 'airplane': 'Airbus A320', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 407', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 149 kg']}]",,135,"{'this_flight': 150000, 'typical_for_this_route': 123000, 'difference_percent': 22}",188,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 08:00'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 11:15'}, 'duration': 135, 'airplane': 'Boeing 777', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 403', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 178 kg'], 'often_delayed_by_over_30_min': True}]",,135,"{'this_flight': 179000, 'typical_for_this_route': 123000, 'difference_percent': 46}",194,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 11:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 14:30'}, 'duration': 135, 'airplane': 'Boeing 787', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 413', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 156 kg'], 'often_delayed_by_over_30_min': True}]",,135,"{'this_flight': 157000, 'typical_for_this_route': 123000, 'difference_percent': 28}",194,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 16:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 19:40'}, 'duration': 135, 'airplane': 'Boeing 777', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 409', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 178 kg']}]",,135,"{'this_flight': 179000, 'typical_for_this_route': 123000, 'difference_percent': 46}",194,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 19:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 22:30'}, 'duration': 135, 'airplane': 'Boeing 787', 'airline': 'THAI', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TG.png', 'travel_class': 'Economy', 'flight_number': 'TG 401', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 156 kg']}]",,135,"{'this_flight': 157000, 'typical_for_this_route': 123000, 'difference_percent': 28}",194,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 09:05'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 12:20'}, 'duration': 135, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 609', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 102 kg']}]",,135,"{'this_flight': 103000, 'typical_for_this_route': 123000, 'difference_percent': -16}",207,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 09:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 13:05'}, 'duration': 145, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 705', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 111 kg']}]",,145,"{'this_flight': 112000, 'typical_for_this_route': 123000, 'difference_percent': -9}",249,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 12:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 15:40'}, 'duration': 145, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 707', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 104 kg']}]",,145,"{'this_flight': 105000, 'typical_for_this_route': 123000, 'difference_percent': -15}",249,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 15:30'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 18:55'}, 'duration': 145, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 709', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 111 kg']}]",,145,"{'this_flight': 112000, 'typical_for_this_route': 123000, 'difference_percent': -9}",249,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 18:30'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 21:55'}, 'duration': 145, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 711', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 104 kg']}]",,145,"{'this_flight': 105000, 'typical_for_this_route': 123000, 'difference_percent': -15}",249,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 20:10'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 23:30'}, 'duration': 140, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 713', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 104 kg']}]",,140,"{'this_flight': 105000, 'typical_for_this_route': 123000, 'difference_percent': -15}",249,One way,
"[{'departure_airport': {'name': 'Suvarnabhumi Airport', 'id': 'BKK', 'time': '2024-05-08 21:15'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-09 00:35'}, 'duration': 140, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 719', 'ticket_also_sold_by': ['Bangkok Airways'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 111 kg']}]",,140,"{'this_flight': 112000, 'typical_for_this_route': 123000, 'difference_percent': -9}",249,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 19:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 20:45'}, 'duration': 80, 'airplane': 'Airbus A320neo', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 721', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,80,"{'this_flight': 39000, 'typical_for_this_route': 45000, 'difference_percent': -13}",20,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 14:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 15:45'}, 'duration': 65, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 686', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,65,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",22,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 18:20'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 19:30'}, 'duration': 70, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 473', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,70,"{'this_flight': 40000, 'typical_for_this_route': 45000, 'difference_percent': -11}",25,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 10:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 11:30'}, 'duration': 65, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/OD.png', 'travel_class': 'Economy', 'flight_number': 'OD 803', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 56 kg']}]",,65,"{'this_flight': 56000, 'typical_for_this_route': 45000, 'difference_percent': 24}",,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 08:50'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 10:00'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 684', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",18,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 21:20'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 22:30'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 688', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 48 kg'], 'often_delayed_by_over_30_min': True}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",18,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 06:05'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 07:15'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 701', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 07:20'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 08:30'}, 'duration': 70, 'airplane': 'Airbus A320neo', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 703', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 39 kg']}]",,70,"{'this_flight': 39000, 'typical_for_this_route': 45000, 'difference_percent': -13}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 08:40'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 09:50'}, 'duration': 70, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 705', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,70,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 09:35'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 10:50'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 707', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,75,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 11:45'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 13:00'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 711', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,75,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 12:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 13:40'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 713', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 48 kg']}]",,75,"{'this_flight': 49000, 'typical_for_this_route': 45000, 'difference_percent': 9}",26,One way,
"[{'departure_airport': {'name': 'Kuala Lumpur International Airport', 'id': 'KUL', 'time': '2024-05-08 14:25'}, 'arrival_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-08 15:40'}, 'duration': 75, 'airplane': 'Airbus A320', 'airline': 'AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/AK.png', 'travel_class': 'Economy', 'flight_number': 'AK 715', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 45 kg']}]",,75,"{'this_flight': 46000, 'typical_for_this_route': 45000, 'difference_percent': 2}",26,One way,
